#Incident Continuum, Enr	nFn 
1.43284e-03	2.513e-03
1.44002e-03	2.505e-03
1.44724e-03	2.496e-03
1.45449e-03	2.487e-03
1.46178e-03	2.478e-03
1.46911e-03	2.469e-03
1.47647e-03	2.461e-03
1.48387e-03	2.452e-03
1.49131e-03	2.443e-03
1.49878e-03	2.435e-03
1.50629e-03	2.426e-03
1.51384e-03	2.418e-03
1.52143e-03	2.409e-03
1.52905e-03	2.401e-03
1.53671e-03	2.392e-03
1.54442e-03	2.384e-03
1.55216e-03	2.375e-03
1.55993e-03	2.361e-03
1.56775e-03	2.325e-03
1.57561e-03	2.287e-03
1.58351e-03	2.250e-03
1.59144e-03	2.213e-03
1.59942e-03	2.177e-03
1.60743e-03	2.142e-03
1.61549e-03	2.107e-03
1.62358e-03	2.072e-03
1.63172e-03	2.039e-03
1.63990e-03	2.005e-03
1.64812e-03	1.973e-03
1.65638e-03	1.941e-03
1.66468e-03	1.909e-03
1.67302e-03	1.878e-03
1.68140e-03	1.848e-03
1.68983e-03	1.817e-03
1.69830e-03	1.788e-03
1.70681e-03	1.759e-03
1.71536e-03	1.730e-03
1.72396e-03	1.702e-03
1.73260e-03	1.674e-03
1.74128e-03	1.647e-03
1.75001e-03	1.620e-03
1.75878e-03	1.594e-03
1.76760e-03	1.568e-03
1.77645e-03	1.542e-03
1.78536e-03	1.517e-03
1.79430e-03	1.493e-03
1.80330e-03	1.468e-03
1.81233e-03	1.444e-03
1.82142e-03	1.421e-03
1.83054e-03	1.398e-03
1.83972e-03	1.375e-03
1.84894e-03	1.353e-03
1.85820e-03	1.331e-03
1.86752e-03	1.309e-03
1.87688e-03	1.288e-03
1.88628e-03	1.267e-03
1.89574e-03	1.246e-03
1.90524e-03	1.226e-03
1.91478e-03	1.206e-03
1.92438e-03	1.186e-03
1.93402e-03	1.167e-03
1.94372e-03	1.148e-03
1.95346e-03	1.129e-03
1.96325e-03	1.111e-03
1.97309e-03	1.093e-03
1.98297e-03	1.075e-03
1.99291e-03	1.058e-03
2.00290e-03	1.040e-03
2.01294e-03	1.023e-03
2.02303e-03	1.007e-03
2.03316e-03	9.904e-04
2.04335e-03	9.743e-04
2.05359e-03	9.585e-04
2.06389e-03	9.429e-04
2.07423e-03	9.275e-04
2.08462e-03	9.124e-04
2.09507e-03	8.976e-04
2.10557e-03	8.830e-04
2.11612e-03	8.686e-04
2.12673e-03	8.545e-04
2.13739e-03	8.406e-04
2.14810e-03	8.269e-04
2.15886e-03	8.134e-04
2.16968e-03	8.002e-04
2.18056e-03	7.872e-04
2.19148e-03	7.744e-04
2.20247e-03	7.618e-04
2.21350e-03	7.494e-04
2.22460e-03	7.372e-04
2.23575e-03	7.252e-04
2.24695e-03	7.134e-04
2.25821e-03	7.018e-04
2.26953e-03	6.903e-04
2.28090e-03	6.791e-04
2.29233e-03	6.681e-04
2.30382e-03	6.572e-04
2.31537e-03	6.465e-04
2.32697e-03	6.360e-04
2.33863e-03	6.256e-04
2.35035e-03	6.154e-04
2.36213e-03	6.054e-04
2.37397e-03	5.956e-04
2.38587e-03	5.859e-04
2.39782e-03	5.763e-04
2.40984e-03	5.670e-04
2.42192e-03	5.577e-04
2.43406e-03	5.487e-04
2.44625e-03	5.397e-04
2.45851e-03	5.309e-04
2.47083e-03	5.223e-04
2.48322e-03	5.138e-04
2.49566e-03	5.054e-04
2.50817e-03	4.972e-04
2.52074e-03	4.891e-04
2.53337e-03	4.812e-04
2.54607e-03	4.733e-04
2.55883e-03	4.656e-04
2.57165e-03	4.581e-04
2.58454e-03	4.506e-04
2.59749e-03	4.433e-04
2.61051e-03	4.361e-04
2.62359e-03	4.290e-04
2.63674e-03	4.220e-04
2.64995e-03	4.151e-04
2.66324e-03	4.084e-04
2.67658e-03	4.017e-04
2.69000e-03	3.952e-04
2.70348e-03	3.887e-04
2.71703e-03	3.824e-04
2.73064e-03	3.762e-04
2.74433e-03	3.701e-04
2.75808e-03	3.641e-04
2.77190e-03	3.581e-04
2.78579e-03	3.523e-04
2.79976e-03	3.466e-04
2.81379e-03	3.409e-04
2.82789e-03	3.354e-04
2.84206e-03	3.299e-04
2.85630e-03	3.246e-04
2.87062e-03	3.193e-04
2.88500e-03	3.141e-04
2.89946e-03	3.090e-04
2.91399e-03	3.039e-04
2.92860e-03	2.990e-04
2.94327e-03	2.941e-04
2.95802e-03	2.893e-04
2.97285e-03	2.846e-04
2.98775e-03	2.800e-04
3.00272e-03	2.754e-04
3.01777e-03	2.710e-04
3.03289e-03	2.666e-04
3.04809e-03	2.622e-04
3.06337e-03	2.579e-04
3.07872e-03	2.537e-04
3.09415e-03	2.496e-04
3.10966e-03	2.456e-04
3.12524e-03	2.416e-04
3.14090e-03	2.376e-04
3.15664e-03	2.338e-04
3.17246e-03	2.300e-04
3.18836e-03	2.262e-04
3.20434e-03	2.225e-04
3.22040e-03	2.189e-04
3.23654e-03	2.154e-04
3.25276e-03	2.118e-04
3.26906e-03	2.084e-04
3.28544e-03	2.050e-04
3.30191e-03	2.017e-04
3.31846e-03	1.984e-04
3.33509e-03	1.952e-04
3.35180e-03	1.920e-04
3.36860e-03	1.889e-04
3.38548e-03	1.858e-04
3.40245e-03	1.828e-04
3.41950e-03	1.798e-04
3.43664e-03	1.769e-04
3.45386e-03	1.740e-04
3.47117e-03	1.712e-04
3.48856e-03	1.684e-04
3.50605e-03	1.656e-04
3.52362e-03	1.629e-04
3.54128e-03	1.603e-04
3.55902e-03	1.577e-04
3.57686e-03	1.551e-04
3.59479e-03	1.526e-04
3.61280e-03	1.501e-04
3.63091e-03	1.477e-04
3.64910e-03	1.453e-04
3.66739e-03	1.429e-04
3.68577e-03	1.406e-04
3.70424e-03	1.383e-04
3.72281e-03	1.360e-04
3.74146e-03	1.338e-04
3.76021e-03	1.316e-04
3.77906e-03	1.295e-04
3.79800e-03	1.274e-04
3.81703e-03	1.253e-04
3.83616e-03	1.246e-04
3.85539e-03	1.252e-04
3.87471e-03	1.258e-04
3.89413e-03	1.264e-04
3.91364e-03	1.269e-04
3.93325e-03	1.275e-04
3.95297e-03	1.282e-04
3.97278e-03	1.288e-04
3.99269e-03	1.294e-04
4.01270e-03	1.300e-04
4.03281e-03	1.306e-04
4.05302e-03	1.312e-04
4.07333e-03	1.318e-04
4.09374e-03	1.325e-04
4.11426e-03	1.331e-04
4.13488e-03	1.337e-04
4.15560e-03	1.343e-04
4.17643e-03	1.350e-04
4.19736e-03	1.356e-04
4.21839e-03	1.363e-04
4.23953e-03	1.369e-04
4.26078e-03	1.376e-04
4.28213e-03	1.382e-04
4.30359e-03	1.389e-04
4.32516e-03	1.395e-04
4.34683e-03	1.402e-04
4.36862e-03	1.408e-04
4.39051e-03	1.415e-04
4.41252e-03	1.422e-04
4.43463e-03	1.429e-04
4.45685e-03	1.435e-04
4.47919e-03	1.442e-04
4.50164e-03	1.449e-04
4.52420e-03	1.456e-04
4.54687e-03	1.463e-04
4.56966e-03	1.470e-04
4.59256e-03	1.477e-04
4.61558e-03	1.484e-04
4.63871e-03	1.491e-04
4.66195e-03	1.498e-04
4.68532e-03	1.505e-04
4.70880e-03	1.512e-04
4.73240e-03	1.519e-04
4.75611e-03	1.526e-04
4.77995e-03	1.533e-04
4.80390e-03	1.541e-04
4.82798e-03	1.548e-04
4.85217e-03	1.555e-04
4.87649e-03	1.563e-04
4.90093e-03	1.570e-04
4.92549e-03	1.577e-04
4.95018e-03	1.585e-04
4.97498e-03	1.592e-04
4.99992e-03	1.600e-04
5.02497e-03	1.607e-04
5.05016e-03	1.615e-04
5.07547e-03	1.623e-04
5.10090e-03	1.630e-04
5.12647e-03	1.638e-04
5.15216e-03	1.646e-04
5.17798e-03	1.654e-04
5.20393e-03	1.662e-04
5.23001e-03	1.669e-04
5.25622e-03	1.677e-04
5.28256e-03	1.685e-04
5.30903e-03	1.693e-04
5.33564e-03	1.701e-04
5.36238e-03	1.709e-04
5.38925e-03	1.717e-04
5.41626e-03	1.725e-04
5.44341e-03	1.734e-04
5.47069e-03	1.742e-04
5.49810e-03	1.750e-04
5.52566e-03	1.758e-04
5.55335e-03	1.767e-04
5.58118e-03	1.775e-04
5.60915e-03	1.783e-04
5.63726e-03	1.792e-04
5.66551e-03	1.800e-04
5.69391e-03	1.809e-04
5.72244e-03	1.817e-04
5.75112e-03	1.826e-04
5.77994e-03	1.835e-04
5.80891e-03	1.843e-04
5.83802e-03	1.852e-04
5.86728e-03	1.861e-04
5.89668e-03	1.870e-04
5.92623e-03	1.879e-04
5.95593e-03	1.887e-04
5.98578e-03	1.896e-04
6.01578e-03	1.905e-04
6.04593e-03	1.914e-04
6.07623e-03	1.923e-04
6.10668e-03	1.932e-04
6.13728e-03	1.942e-04
6.16804e-03	1.951e-04
6.19895e-03	1.960e-04
6.23002e-03	1.969e-04
6.26124e-03	1.979e-04
6.29262e-03	1.988e-04
6.32415e-03	1.997e-04
6.35585e-03	2.007e-04
6.38770e-03	2.016e-04
6.41971e-03	2.026e-04
6.45189e-03	2.036e-04
6.48422e-03	2.045e-04
6.51672e-03	2.055e-04
6.54937e-03	2.065e-04
6.58220e-03	2.074e-04
6.61518e-03	2.084e-04
6.64834e-03	2.094e-04
6.68166e-03	2.104e-04
6.71514e-03	2.114e-04
6.74879e-03	2.124e-04
6.78262e-03	2.134e-04
6.81661e-03	2.144e-04
6.85077e-03	2.154e-04
6.88510e-03	2.164e-04
6.91961e-03	2.175e-04
6.95429e-03	2.185e-04
6.98914e-03	2.195e-04
7.02416e-03	2.206e-04
7.05937e-03	2.216e-04
7.09474e-03	2.227e-04
7.13030e-03	2.237e-04
7.16603e-03	2.248e-04
7.20195e-03	2.258e-04
7.23804e-03	2.269e-04
7.27431e-03	2.280e-04
7.31077e-03	2.291e-04
7.34741e-03	2.301e-04
7.38423e-03	2.312e-04
7.42124e-03	2.323e-04
7.45843e-03	2.334e-04
7.49581e-03	2.345e-04
7.53337e-03	2.356e-04
7.57113e-03	2.367e-04
7.60907e-03	2.379e-04
7.64720e-03	2.390e-04
7.68553e-03	2.401e-04
7.72404e-03	2.413e-04
7.76275e-03	2.424e-04
7.80166e-03	2.436e-04
7.84076e-03	2.447e-04
7.88005e-03	2.459e-04
7.91954e-03	2.470e-04
7.95923e-03	2.482e-04
7.99912e-03	2.494e-04
8.03921e-03	2.505e-04
8.07950e-03	2.517e-04
8.11999e-03	2.529e-04
8.16068e-03	2.541e-04
8.20158e-03	2.553e-04
8.24268e-03	2.565e-04
8.28399e-03	2.577e-04
8.32551e-03	2.590e-04
8.36723e-03	2.602e-04
8.40916e-03	2.614e-04
8.45131e-03	2.627e-04
8.49366e-03	2.639e-04
8.53623e-03	2.652e-04
8.57901e-03	2.664e-04
8.62200e-03	2.677e-04
8.66521e-03	2.689e-04
8.70864e-03	2.702e-04
8.75228e-03	2.715e-04
8.79614e-03	2.728e-04
8.84022e-03	2.741e-04
8.88453e-03	2.754e-04
8.92905e-03	2.767e-04
8.97380e-03	2.780e-04
9.01877e-03	2.793e-04
9.06397e-03	2.806e-04
9.10940e-03	2.819e-04
9.15505e-03	2.833e-04
9.20093e-03	2.846e-04
9.24704e-03	2.860e-04
9.29338e-03	2.873e-04
9.33996e-03	2.887e-04
9.38677e-03	2.900e-04
9.43381e-03	2.914e-04
9.48109e-03	2.928e-04
9.52860e-03	2.942e-04
9.57635e-03	2.956e-04
9.62435e-03	2.970e-04
9.67258e-03	2.984e-04
9.72105e-03	2.998e-04
9.76977e-03	3.012e-04
9.81873e-03	3.026e-04
9.86794e-03	3.041e-04
9.91740e-03	3.055e-04
9.96710e-03	3.069e-04
1.00170e-02	3.084e-04
1.00672e-02	3.099e-04
1.01177e-02	3.113e-04
1.01684e-02	3.128e-04
1.02194e-02	3.143e-04
1.02706e-02	3.158e-04
1.03221e-02	3.173e-04
1.03738e-02	3.188e-04
1.04258e-02	3.203e-04
1.04780e-02	3.218e-04
1.05305e-02	3.233e-04
1.05833e-02	3.248e-04
1.06363e-02	3.264e-04
1.06896e-02	3.279e-04
1.07432e-02	3.295e-04
1.07971e-02	3.310e-04
1.08512e-02	3.326e-04
1.09056e-02	3.342e-04
1.09602e-02	3.358e-04
1.10151e-02	3.373e-04
1.10703e-02	3.389e-04
1.11258e-02	3.405e-04
1.11816e-02	3.422e-04
1.12376e-02	3.438e-04
1.12939e-02	3.454e-04
1.13505e-02	3.470e-04
1.14074e-02	3.487e-04
1.14646e-02	3.503e-04
1.15220e-02	3.520e-04
1.15798e-02	3.537e-04
1.16378e-02	3.553e-04
1.16961e-02	3.570e-04
1.17548e-02	3.587e-04
1.18137e-02	3.604e-04
1.18729e-02	3.621e-04
1.19324e-02	3.638e-04
1.19922e-02	3.655e-04
1.20523e-02	3.673e-04
1.21127e-02	3.690e-04
1.21734e-02	3.707e-04
1.22344e-02	3.725e-04
1.22957e-02	3.743e-04
1.23573e-02	3.760e-04
1.24192e-02	3.778e-04
1.24815e-02	3.796e-04
1.25440e-02	3.814e-04
1.26069e-02	3.832e-04
1.26701e-02	3.850e-04
1.27336e-02	3.868e-04
1.27974e-02	3.887e-04
1.28615e-02	3.905e-04
1.29260e-02	3.924e-04
1.29908e-02	3.942e-04
1.30559e-02	3.961e-04
1.31213e-02	3.980e-04
1.31871e-02	3.998e-04
1.32531e-02	4.018e-04
1.33196e-02	4.054e-04
1.33863e-02	4.096e-04
1.34534e-02	4.139e-04
1.35208e-02	4.182e-04
1.35886e-02	4.226e-04
1.36567e-02	4.270e-04
1.37251e-02	4.315e-04
1.37939e-02	4.360e-04
1.38630e-02	4.406e-04
1.39325e-02	4.452e-04
1.40023e-02	4.498e-04
1.40725e-02	4.545e-04
1.41430e-02	4.593e-04
1.42139e-02	4.641e-04
1.42851e-02	4.689e-04
1.43567e-02	4.738e-04
1.44287e-02	4.788e-04
1.45010e-02	4.838e-04
1.45737e-02	4.888e-04
1.46467e-02	4.940e-04
1.47201e-02	4.991e-04
1.47939e-02	5.043e-04
1.48680e-02	5.096e-04
1.49425e-02	5.149e-04
1.50174e-02	5.203e-04
1.50927e-02	5.257e-04
1.51683e-02	5.312e-04
1.52443e-02	5.368e-04
1.53207e-02	5.424e-04
1.53975e-02	5.481e-04
1.54747e-02	5.538e-04
1.55522e-02	5.596e-04
1.56302e-02	5.654e-04
1.57085e-02	5.714e-04
1.57872e-02	5.773e-04
1.58663e-02	5.834e-04
1.59459e-02	5.895e-04
1.60258e-02	5.956e-04
1.61061e-02	6.018e-04
1.61868e-02	6.081e-04
1.62679e-02	6.145e-04
1.63495e-02	6.209e-04
1.64314e-02	6.274e-04
1.65137e-02	6.340e-04
1.65965e-02	6.406e-04
1.66797e-02	6.473e-04
1.67633e-02	6.540e-04
1.68473e-02	6.609e-04
1.69317e-02	6.678e-04
1.70166e-02	6.748e-04
1.71018e-02	6.818e-04
1.71875e-02	6.890e-04
1.72737e-02	6.962e-04
1.73603e-02	7.034e-04
1.74473e-02	7.108e-04
1.75347e-02	7.182e-04
1.76226e-02	7.257e-04
1.77109e-02	7.333e-04
1.77996e-02	7.410e-04
1.78888e-02	7.487e-04
1.79785e-02	7.565e-04
1.80686e-02	7.644e-04
1.81592e-02	7.724e-04
1.82502e-02	7.805e-04
1.83416e-02	7.887e-04
1.84335e-02	7.969e-04
1.85259e-02	8.052e-04
1.86188e-02	8.137e-04
1.87121e-02	8.222e-04
1.88058e-02	8.308e-04
1.89001e-02	8.394e-04
1.89948e-02	8.482e-04
1.90900e-02	8.571e-04
1.91857e-02	8.660e-04
1.92818e-02	8.751e-04
1.93785e-02	8.842e-04
1.94756e-02	8.935e-04
1.95732e-02	9.028e-04
1.96713e-02	9.123e-04
1.97699e-02	9.218e-04
1.98689e-02	9.314e-04
1.99685e-02	9.412e-04
2.00686e-02	9.510e-04
2.01692e-02	9.609e-04
2.02702e-02	9.710e-04
2.03718e-02	9.811e-04
2.04739e-02	9.914e-04
2.05765e-02	1.002e-03
2.06796e-02	1.012e-03
2.07833e-02	1.023e-03
2.08874e-02	1.033e-03
2.09921e-02	1.044e-03
2.10973e-02	1.055e-03
2.12030e-02	1.066e-03
2.13093e-02	1.077e-03
2.14161e-02	1.089e-03
2.15234e-02	1.100e-03
2.16313e-02	1.112e-03
2.17397e-02	1.123e-03
2.18487e-02	1.135e-03
2.19581e-02	1.147e-03
2.20682e-02	1.159e-03
2.21788e-02	1.171e-03
2.22899e-02	1.183e-03
2.24016e-02	1.195e-03
2.25139e-02	1.208e-03
2.26267e-02	1.221e-03
2.27401e-02	1.233e-03
2.28541e-02	1.246e-03
2.29686e-02	1.259e-03
2.30837e-02	1.272e-03
2.31994e-02	1.286e-03
2.33157e-02	1.299e-03
2.34325e-02	1.313e-03
2.35500e-02	1.326e-03
2.36680e-02	1.340e-03
2.37866e-02	1.354e-03
2.39058e-02	1.368e-03
2.40256e-02	1.383e-03
2.41460e-02	1.397e-03
2.42670e-02	1.412e-03
2.43887e-02	1.427e-03
2.45109e-02	1.441e-03
2.46337e-02	1.457e-03
2.47572e-02	1.472e-03
2.48812e-02	1.487e-03
2.50059e-02	1.503e-03
2.51313e-02	1.518e-03
2.52572e-02	1.534e-03
2.53838e-02	1.550e-03
2.55110e-02	1.567e-03
2.56388e-02	1.583e-03
2.57673e-02	1.599e-03
2.58965e-02	1.616e-03
2.60263e-02	1.633e-03
2.61567e-02	1.650e-03
2.62878e-02	1.667e-03
2.64195e-02	1.685e-03
2.65519e-02	1.702e-03
2.66850e-02	1.720e-03
2.68187e-02	1.738e-03
2.69531e-02	1.756e-03
2.70882e-02	1.775e-03
2.72240e-02	1.793e-03
2.73604e-02	1.812e-03
2.74975e-02	1.831e-03
2.76353e-02	1.850e-03
2.77738e-02	1.869e-03
2.79130e-02	1.889e-03
2.80529e-02	1.909e-03
2.81935e-02	1.929e-03
2.83348e-02	1.949e-03
2.84768e-02	1.969e-03
2.86195e-02	1.990e-03
2.87629e-02	2.011e-03
2.89071e-02	2.032e-03
2.90519e-02	2.053e-03
2.91975e-02	2.074e-03
2.93438e-02	2.096e-03
2.94909e-02	2.118e-03
2.96387e-02	2.140e-03
2.97872e-02	2.162e-03
2.99365e-02	2.185e-03
3.00865e-02	2.208e-03
3.02373e-02	2.231e-03
3.03889e-02	2.254e-03
3.05412e-02	2.278e-03
3.06942e-02	2.302e-03
3.08480e-02	2.326e-03
3.10026e-02	2.350e-03
3.11580e-02	2.374e-03
3.13142e-02	2.399e-03
3.14711e-02	2.424e-03
3.16288e-02	2.450e-03
3.17873e-02	2.475e-03
3.19466e-02	2.501e-03
3.21067e-02	2.527e-03
3.22676e-02	2.554e-03
3.24293e-02	2.580e-03
3.25919e-02	2.607e-03
3.27552e-02	2.635e-03
3.29194e-02	2.662e-03
3.30843e-02	2.690e-03
3.32501e-02	2.718e-03
3.34168e-02	2.747e-03
3.35842e-02	2.775e-03
3.37526e-02	2.804e-03
3.39217e-02	2.834e-03
3.40917e-02	2.863e-03
3.42626e-02	2.893e-03
3.44343e-02	2.923e-03
3.46068e-02	2.954e-03
3.47803e-02	2.985e-03
3.49546e-02	3.016e-03
3.51298e-02	3.048e-03
3.53058e-02	3.079e-03
3.54827e-02	3.112e-03
3.56606e-02	3.144e-03
3.58393e-02	3.177e-03
3.60189e-02	3.210e-03
3.61994e-02	3.244e-03
3.63808e-02	3.278e-03
3.65631e-02	3.312e-03
3.67464e-02	3.346e-03
3.69305e-02	3.381e-03
3.71156e-02	3.417e-03
3.73016e-02	3.453e-03
3.74886e-02	3.489e-03
3.76764e-02	3.525e-03
3.78653e-02	3.562e-03
3.80550e-02	3.599e-03
3.82457e-02	3.637e-03
3.84374e-02	3.675e-03
3.86300e-02	3.713e-03
3.88236e-02	3.752e-03
3.90182e-02	3.791e-03
3.92137e-02	3.831e-03
3.94103e-02	3.871e-03
3.96078e-02	3.911e-03
3.98063e-02	3.952e-03
4.00058e-02	3.994e-03
4.02063e-02	4.035e-03
4.04078e-02	4.077e-03
4.06103e-02	4.120e-03
4.08138e-02	4.163e-03
4.10183e-02	4.207e-03
4.12239e-02	4.251e-03
4.14305e-02	4.295e-03
4.16381e-02	4.340e-03
4.18468e-02	4.385e-03
4.20565e-02	4.432e-03
4.22673e-02	4.479e-03
4.24791e-02	4.527e-03
4.26920e-02	4.575e-03
4.29059e-02	4.624e-03
4.31210e-02	4.673e-03
4.33371e-02	4.723e-03
4.35543e-02	4.774e-03
4.37725e-02	4.825e-03
4.39919e-02	4.876e-03
4.42124e-02	4.928e-03
4.44339e-02	4.981e-03
4.46566e-02	5.034e-03
4.48804e-02	5.088e-03
4.51053e-02	5.142e-03
4.53314e-02	5.197e-03
4.55586e-02	5.253e-03
4.57869e-02	5.309e-03
4.60164e-02	5.365e-03
4.62470e-02	5.423e-03
4.64787e-02	5.481e-03
4.67117e-02	5.539e-03
4.69458e-02	5.598e-03
4.71810e-02	5.658e-03
4.74175e-02	5.719e-03
4.76551e-02	5.780e-03
4.78939e-02	5.841e-03
4.81340e-02	5.904e-03
4.83752e-02	5.967e-03
4.86176e-02	6.031e-03
4.88613e-02	6.095e-03
4.91062e-02	6.160e-03
4.93523e-02	6.226e-03
4.95996e-02	6.292e-03
4.98482e-02	6.359e-03
5.00980e-02	6.427e-03
5.03490e-02	6.496e-03
5.06014e-02	6.565e-03
5.08550e-02	6.636e-03
5.11098e-02	6.706e-03
5.13660e-02	6.778e-03
5.16234e-02	6.850e-03
5.18821e-02	6.924e-03
5.21421e-02	6.997e-03
5.24034e-02	7.072e-03
5.26660e-02	7.148e-03
5.29300e-02	7.224e-03
5.31952e-02	7.301e-03
5.34618e-02	7.379e-03
5.37298e-02	7.458e-03
5.39990e-02	7.538e-03
5.42697e-02	7.618e-03
5.45416e-02	7.700e-03
5.48150e-02	7.782e-03
5.50897e-02	7.865e-03
5.53658e-02	7.949e-03
5.56432e-02	8.034e-03
5.59221e-02	8.120e-03
5.62024e-02	8.206e-03
5.64840e-02	8.294e-03
5.67671e-02	8.382e-03
5.70516e-02	8.472e-03
5.73375e-02	8.562e-03
5.76248e-02	8.654e-03
5.79136e-02	8.746e-03
5.82039e-02	8.840e-03
5.84956e-02	8.934e-03
5.87887e-02	9.030e-03
5.90833e-02	9.126e-03
5.93794e-02	9.223e-03
5.96770e-02	9.322e-03
5.99761e-02	9.422e-03
6.02767e-02	9.522e-03
6.05788e-02	9.624e-03
6.08823e-02	9.727e-03
6.11875e-02	9.830e-03
6.14941e-02	9.935e-03
6.18023e-02	1.004e-02
6.21120e-02	1.015e-02
6.24233e-02	1.026e-02
6.27361e-02	1.037e-02
6.30505e-02	1.048e-02
6.33665e-02	1.059e-02
6.36841e-02	1.070e-02
6.40032e-02	1.082e-02
6.43240e-02	1.093e-02
6.46464e-02	1.105e-02
6.49703e-02	1.117e-02
6.52959e-02	1.129e-02
6.56232e-02	1.141e-02
6.59521e-02	1.153e-02
6.62826e-02	1.165e-02
6.66148e-02	1.178e-02
6.69486e-02	1.190e-02
6.72841e-02	1.203e-02
6.76213e-02	1.216e-02
6.79602e-02	1.229e-02
6.83008e-02	1.242e-02
6.86431e-02	1.255e-02
6.89871e-02	1.269e-02
6.93328e-02	1.282e-02
6.96803e-02	1.296e-02
7.00295e-02	1.310e-02
7.03804e-02	1.324e-02
7.07332e-02	1.338e-02
7.10877e-02	1.352e-02
7.14439e-02	1.366e-02
7.18020e-02	1.381e-02
7.21618e-02	1.396e-02
7.25234e-02	1.411e-02
7.28869e-02	1.424e-02
7.32522e-02	1.427e-02
7.36193e-02	1.427e-02
7.39882e-02	1.427e-02
7.43590e-02	1.427e-02
7.47317e-02	1.427e-02
7.51062e-02	1.427e-02
7.54826e-02	1.427e-02
7.58609e-02	1.427e-02
7.62411e-02	1.427e-02
7.66232e-02	1.427e-02
7.70072e-02	1.427e-02
7.73931e-02	1.427e-02
7.77809e-02	1.427e-02
7.81707e-02	1.427e-02
7.85625e-02	1.427e-02
7.89562e-02	1.427e-02
7.93519e-02	1.427e-02
7.97496e-02	1.427e-02
8.01493e-02	1.427e-02
8.05509e-02	1.427e-02
8.09546e-02	1.427e-02
8.13603e-02	1.427e-02
8.17681e-02	1.427e-02
8.21779e-02	1.427e-02
8.25897e-02	1.427e-02
8.30036e-02	1.427e-02
8.34196e-02	1.427e-02
8.38376e-02	1.427e-02
8.42578e-02	1.427e-02
8.46801e-02	1.427e-02
8.51044e-02	1.427e-02
8.55310e-02	1.427e-02
8.59596e-02	1.427e-02
8.63904e-02	1.427e-02
8.68233e-02	1.427e-02
8.72585e-02	1.427e-02
8.76958e-02	1.427e-02
8.81352e-02	1.427e-02
8.85769e-02	1.427e-02
8.90209e-02	1.427e-02
8.94670e-02	1.427e-02
8.99154e-02	1.427e-02
9.03660e-02	1.427e-02
9.08188e-02	1.427e-02
9.12740e-02	1.427e-02
9.17314e-02	1.427e-02
9.21911e-02	1.427e-02
9.26532e-02	1.427e-02
9.31175e-02	1.427e-02
9.35842e-02	1.427e-02
9.40532e-02	1.427e-02
9.45245e-02	1.427e-02
9.49982e-02	1.427e-02
9.54743e-02	1.427e-02
9.59528e-02	1.427e-02
9.64337e-02	1.427e-02
9.69169e-02	1.427e-02
9.74027e-02	1.427e-02
9.78908e-02	1.427e-02
9.83814e-02	1.427e-02
9.88744e-02	1.427e-02
9.93699e-02	1.427e-02
9.98679e-02	1.427e-02
1.00368e-01	1.427e-02
1.00871e-01	1.427e-02
1.01377e-01	1.427e-02
1.01885e-01	1.427e-02
1.02396e-01	1.427e-02
1.02909e-01	1.427e-02
1.03425e-01	1.427e-02
1.03943e-01	1.427e-02
1.04464e-01	1.427e-02
1.04987e-01	1.427e-02
1.05513e-01	1.427e-02
1.06042e-01	1.427e-02
1.06574e-01	1.427e-02
1.07108e-01	1.427e-02
1.07645e-01	1.427e-02
1.08184e-01	1.427e-02
1.08726e-01	1.427e-02
1.09271e-01	1.427e-02
1.09819e-01	1.427e-02
1.10369e-01	1.427e-02
1.10922e-01	1.427e-02
1.11478e-01	1.427e-02
1.12037e-01	1.427e-02
1.12598e-01	1.427e-02
1.13162e-01	1.427e-02
1.13730e-01	1.427e-02
1.14300e-01	1.427e-02
1.14872e-01	1.427e-02
1.15448e-01	1.427e-02
1.16027e-01	1.427e-02
1.16608e-01	1.427e-02
1.17193e-01	1.427e-02
1.17780e-01	1.427e-02
1.18370e-01	1.427e-02
1.18963e-01	1.427e-02
1.19560e-01	1.427e-02
1.20159e-01	1.427e-02
1.20761e-01	1.427e-02
1.21366e-01	1.427e-02
1.21974e-01	1.427e-02
1.22586e-01	1.427e-02
1.23200e-01	1.427e-02
1.23817e-01	1.427e-02
1.24438e-01	1.427e-02
1.25061e-01	1.427e-02
1.25688e-01	1.427e-02
1.26318e-01	1.427e-02
1.26951e-01	1.427e-02
1.27587e-01	1.427e-02
1.28227e-01	1.427e-02
1.28869e-01	1.427e-02
1.29515e-01	1.426e-02
1.30164e-01	1.417e-02
1.30817e-01	1.404e-02
1.31472e-01	1.391e-02
1.32131e-01	1.378e-02
1.32793e-01	1.366e-02
1.33459e-01	1.353e-02
1.34128e-01	1.341e-02
1.34800e-01	1.329e-02
1.35475e-01	1.317e-02
1.36154e-01	1.305e-02
1.36837e-01	1.293e-02
1.37522e-01	1.281e-02
1.38212e-01	1.269e-02
1.38904e-01	1.258e-02
1.39600e-01	1.246e-02
1.40300e-01	1.235e-02
1.41003e-01	1.224e-02
1.41710e-01	1.212e-02
1.42420e-01	1.201e-02
1.43134e-01	1.190e-02
1.43851e-01	1.180e-02
1.44572e-01	1.169e-02
1.45297e-01	1.158e-02
1.46025e-01	1.148e-02
1.46757e-01	1.137e-02
1.47492e-01	1.127e-02
1.48231e-01	1.116e-02
1.48974e-01	1.106e-02
1.49721e-01	1.096e-02
1.50471e-01	1.086e-02
